item,method,K,contamination
pyrazolanthrone,adae,100,0.23
regorafenib,marginal,10,0.4
regorafenib,marginal,50,0.3
regorafenib,marginal,100,0.3
regorafenib,residualized,10,0.1
regorafenib,residualized,50,0.1
regorafenib,residualized,100,0.13
regorafenib,irm,10,0.2
regorafenib,irm,50,0.24
regorafenib,irm,100,0.27
regorafenib,within_tissue,10,0.1
regorafenib,within_tissue,50,0.12
regorafenib,within_tissue,100,0.13
regorafenib,dann,10,0.1
regorafenib,dann,50,0.18
regorafenib,dann,100,0.23
regorafenib,adae,10,0.3
regorafenib,adae,50,0.22
regorafenib,adae,100,0.24
rigosertib,marginal,10,0.4
rigosertib,marginal,50,0.22
rigosertib,marginal,100,0.21
rigosertib,residualized,10,0.0
rigosertib,residualized,50,0.18
rigosertib,residualized,100,0.22
rigosertib,irm,10,0.1
rigosertib,irm,50,0.18
rigosertib,irm,100,0.2
rigosertib,within_tissue,10,0.1
rigosertib,within_tissue,50,0.14
rigosertib,within_tissue,100,0.12
rigosertib,dann,10,0.4
rigosertib,dann,50,0.18
rigosertib,dann,100,0.23
rigosertib,adae,10,0.0
rigosertib,adae,50,0.26
rigosertib,adae,100,0.23
salermide-PLX-4032_(12-1_mol-mol),marginal,10,0.5
salermide-PLX-4032_(12-1_mol-mol),marginal,50,0.4
salermide-PLX-4032_(12-1_mol-mol),marginal,100,0.38
salermide-PLX-4032_(12-1_mol-mol),residualized,10,0.1
salermide-PLX-4032_(12-1_mol-mol),residualized,50,0.06
salermide-PLX-4032_(12-1_mol-mol),residualized,100,0.07
salermide-PLX-4032_(12-1_mol-mol),irm,10,0.4
salermide-PLX-4032_(12-1_mol-mol),irm,50,0.38
salermide-PLX-4032_(12-1_mol-mol),irm,100,0.33
salermide-PLX-4032_(12-1_mol-mol),within_tissue,10,0.4
salermide-PLX-4032_(12-1_mol-mol),within_tissue,50,0.34
salermide-PLX-4032_(12-1_mol-mol),within_tissue,100,0.28
salermide-PLX-4032_(12-1_mol-mol),dann,10,0.3
salermide-PLX-4032_(12-1_mol-mol),dann,50,0.34
salermide-PLX-4032_(12-1_mol-mol),dann,100,0.29
salermide-PLX-4032_(12-1_mol-mol),adae,10,0.6
salermide-PLX-4032_(12-1_mol-mol),adae,50,0.42
salermide-PLX-4032_(12-1_mol-mol),adae,100,0.31
salermide,marginal,10,0.4
salermide,marginal,50,0.42
salermide,marginal,100,0.38
salermide,residualized,10,0.1
salermide,residualized,50,0.14
salermide,residualized,100,0.12
salermide,irm,10,0.4
salermide,irm,50,0.46
salermide,irm,100,0.43
salermide,within_tissue,10,0.2
salermide,within_tissue,50,0.28
salermide,within_tissue,100,0.34
salermide,dann,10,0.4
salermide,dann,50,0.28
salermide,dann,100,0.35
salermide,adae,10,0.2
salermide,adae,50,0.3
salermide,adae,100,0.25
selumetinib-BRD-A02303741_(4-1_mol-mol),marginal,10,0.1
selumetinib-BRD-A02303741_(4-1_mol-mol),marginal,50,0.18
selumetinib-BRD-A02303741_(4-1_mol-mol),marginal,100,0.26
selumetinib-BRD-A02303741_(4-1_mol-mol),residualized,10,0.2
selumetinib-BRD-A02303741_(4-1_mol-mol),residualized,50,0.22
selumetinib-BRD-A02303741_(4-1_mol-mol),residualized,100,0.23
selumetinib-BRD-A02303741_(4-1_mol-mol),irm,10,0.1
selumetinib-BRD-A02303741_(4-1_mol-mol),irm,50,0.34
selumetinib-BRD-A02303741_(4-1_mol-mol),irm,100,0.3
selumetinib-BRD-A02303741_(4-1_mol-mol),within_tissue,10,0.1
selumetinib-BRD-A02303741_(4-1_mol-mol),within_tissue,50,0.12
selumetinib-BRD-A02303741_(4-1_mol-mol),within_tissue,100,0.15
selumetinib-BRD-A02303741_(4-1_mol-mol),dann,10,0.2
selumetinib-BRD-A02303741_(4-1_mol-mol),dann,50,0.2
selumetinib-BRD-A02303741_(4-1_mol-mol),dann,100,0.24
selumetinib-BRD-A02303741_(4-1_mol-mol),adae,10,0.3
selumetinib-BRD-A02303741_(4-1_mol-mol),adae,50,0.24
selumetinib-BRD-A02303741_(4-1_mol-mol),adae,100,0.22
selumetinib-GDC-0941_(4-1_mol-mol),marginal,10,0.1
selumetinib-GDC-0941_(4-1_mol-mol),marginal,50,0.22
selumetinib-GDC-0941_(4-1_mol-mol),marginal,100,0.26
selumetinib-GDC-0941_(4-1_mol-mol),residualized,10,0.0
selumetinib-GDC-0941_(4-1_mol-mol),residualized,50,0.1
selumetinib-GDC-0941_(4-1_mol-mol),residualized,100,0.21
selumetinib-GDC-0941_(4-1_mol-mol),irm,10,0.1
selumetinib-GDC-0941_(4-1_mol-mol),irm,50,0.18
selumetinib-GDC-0941_(4-1_mol-mol),irm,100,0.19
selumetinib-GDC-0941_(4-1_mol-mol),within_tissue,10,0.1
selumetinib-GDC-0941_(4-1_mol-mol),within_tissue,50,0.08
selumetinib-GDC-0941_(4-1_mol-mol),within_tissue,100,0.11
selumetinib-GDC-0941_(4-1_mol-mol),dann,10,0.2
selumetinib-GDC-0941_(4-1_mol-mol),dann,50,0.18
selumetinib-GDC-0941_(4-1_mol-mol),dann,100,0.22
selumetinib-GDC-0941_(4-1_mol-mol),adae,10,0.3
selumetinib-GDC-0941_(4-1_mol-mol),adae,50,0.24
selumetinib-GDC-0941_(4-1_mol-mol),adae,100,0.19
selumetinib-JQ-1_(4-1_mol-mol),marginal,10,0.3
selumetinib-JQ-1_(4-1_mol-mol),marginal,50,0.28
selumetinib-JQ-1_(4-1_mol-mol),marginal,100,0.32
selumetinib-JQ-1_(4-1_mol-mol),residualized,10,0.0
selumetinib-JQ-1_(4-1_mol-mol),residualized,50,0.1
selumetinib-JQ-1_(4-1_mol-mol),residualized,100,0.12
selumetinib-JQ-1_(4-1_mol-mol),irm,10,0.2
selumetinib-JQ-1_(4-1_mol-mol),irm,50,0.34
selumetinib-JQ-1_(4-1_mol-mol),irm,100,0.29
selumetinib-JQ-1_(4-1_mol-mol),within_tissue,10,0.1
selumetinib-JQ-1_(4-1_mol-mol),within_tissue,50,0.16
selumetinib-JQ-1_(4-1_mol-mol),within_tissue,100,0.22
selumetinib-JQ-1_(4-1_mol-mol),dann,10,0.3
selumetinib-JQ-1_(4-1_mol-mol),dann,50,0.3
selumetinib-JQ-1_(4-1_mol-mol),dann,100,0.27
selumetinib-JQ-1_(4-1_mol-mol),adae,10,0.2
selumetinib-JQ-1_(4-1_mol-mol),adae,50,0.28
selumetinib-JQ-1_(4-1_mol-mol),adae,100,0.26
selumetinib-MK-2206_(8-1_mol-mol),marginal,10,0.0
selumetinib-MK-2206_(8-1_mol-mol),marginal,50,0.28
selumetinib-MK-2206_(8-1_mol-mol),marginal,100,0.25
selumetinib-MK-2206_(8-1_mol-mol),residualized,10,0.1
selumetinib-MK-2206_(8-1_mol-mol),residualized,50,0.08
selumetinib-MK-2206_(8-1_mol-mol),residualized,100,0.11
selumetinib-MK-2206_(8-1_mol-mol),irm,10,0.2
selumetinib-MK-2206_(8-1_mol-mol),irm,50,0.24
selumetinib-MK-2206_(8-1_mol-mol),irm,100,0.22
selumetinib-MK-2206_(8-1_mol-mol),within_tissue,10,0.0
selumetinib-MK-2206_(8-1_mol-mol),within_tissue,50,0.16
selumetinib-MK-2206_(8-1_mol-mol),within_tissue,100,0.13
selumetinib-MK-2206_(8-1_mol-mol),dann,10,0.1
selumetinib-MK-2206_(8-1_mol-mol),dann,50,0.14
selumetinib-MK-2206_(8-1_mol-mol),dann,100,0.17
selumetinib-MK-2206_(8-1_mol-mol),adae,10,0.4
selumetinib-MK-2206_(8-1_mol-mol),adae,50,0.26
selumetinib-MK-2206_(8-1_mol-mol),adae,100,0.21
selumetinib-PLX-4032_(8-1_mol-mol),marginal,10,0.5
selumetinib-PLX-4032_(8-1_mol-mol),marginal,50,0.3
selumetinib-PLX-4032_(8-1_mol-mol),marginal,100,0.24
selumetinib-PLX-4032_(8-1_mol-mol),residualized,10,0.1
selumetinib-PLX-4032_(8-1_mol-mol),residualized,50,0.14
selumetinib-PLX-4032_(8-1_mol-mol),residualized,100,0.16
selumetinib-PLX-4032_(8-1_mol-mol),irm,10,0.3
selumetinib-PLX-4032_(8-1_mol-mol),irm,50,0.3
selumetinib-PLX-4032_(8-1_mol-mol),irm,100,0.25
selumetinib-PLX-4032_(8-1_mol-mol),within_tissue,10,0.3
selumetinib-PLX-4032_(8-1_mol-mol),within_tissue,50,0.16
selumetinib-PLX-4032_(8-1_mol-mol),within_tissue,100,0.18
selumetinib-PLX-4032_(8-1_mol-mol),dann,10,0.2
selumetinib-PLX-4032_(8-1_mol-mol),dann,50,0.22
selumetinib-PLX-4032_(8-1_mol-mol),dann,100,0.24
selumetinib-PLX-4032_(8-1_mol-mol),adae,10,0.2
selumetinib-PLX-4032_(8-1_mol-mol),adae,50,0.26
selumetinib-PLX-4032_(8-1_mol-mol),adae,100,0.22
selumetinib-UNC0638_(4-1_mol-mol),marginal,10,0.3
selumetinib-UNC0638_(4-1_mol-mol),marginal,50,0.34
selumetinib-UNC0638_(4-1_mol-mol),marginal,100,0.28
selumetinib-UNC0638_(4-1_mol-mol),residualized,10,0.1
selumetinib-UNC0638_(4-1_mol-mol),residualized,50,0.14
selumetinib-UNC0638_(4-1_mol-mol),residualized,100,0.14
selumetinib-UNC0638_(4-1_mol-mol),irm,10,0.1
selumetinib-UNC0638_(4-1_mol-mol),irm,50,0.26
selumetinib-UNC0638_(4-1_mol-mol),irm,100,0.22
selumetinib-UNC0638_(4-1_mol-mol),within_tissue,10,0.0
selumetinib-UNC0638_(4-1_mol-mol),within_tissue,50,0.18
selumetinib-UNC0638_(4-1_mol-mol),within_tissue,100,0.16
selumetinib-UNC0638_(4-1_mol-mol),dann,10,0.2
selumetinib-UNC0638_(4-1_mol-mol),dann,50,0.24
selumetinib-UNC0638_(4-1_mol-mol),dann,100,0.18
selumetinib-UNC0638_(4-1_mol-mol),adae,10,0.1
selumetinib-UNC0638_(4-1_mol-mol),adae,50,0.28
selumetinib-UNC0638_(4-1_mol-mol),adae,100,0.23
selumetinib-decitabine_(4-1_mol-mol),marginal,10,0.1
selumetinib-decitabine_(4-1_mol-mol),marginal,50,0.34
selumetinib-decitabine_(4-1_mol-mol),marginal,100,0.32
selumetinib-decitabine_(4-1_mol-mol),residualized,10,0.1
selumetinib-decitabine_(4-1_mol-mol),residualized,50,0.1
selumetinib-decitabine_(4-1_mol-mol),residualized,100,0.16
selumetinib-decitabine_(4-1_mol-mol),irm,10,0.2
selumetinib-decitabine_(4-1_mol-mol),irm,50,0.36
selumetinib-decitabine_(4-1_mol-mol),irm,100,0.28
selumetinib-decitabine_(4-1_mol-mol),within_tissue,10,0.0
selumetinib-decitabine_(4-1_mol-mol),within_tissue,50,0.22
selumetinib-decitabine_(4-1_mol-mol),within_tissue,100,0.18
selumetinib-decitabine_(4-1_mol-mol),dann,10,0.1
selumetinib-decitabine_(4-1_mol-mol),dann,50,0.22
selumetinib-decitabine_(4-1_mol-mol),dann,100,0.23
selumetinib-decitabine_(4-1_mol-mol),adae,10,0.1
selumetinib-decitabine_(4-1_mol-mol),adae,50,0.24
selumetinib-decitabine_(4-1_mol-mol),adae,100,0.26
selumetinib-navitoclax_(8-1_mol-mol),marginal,10,0.1
selumetinib-navitoclax_(8-1_mol-mol),marginal,50,0.22
selumetinib-navitoclax_(8-1_mol-mol),marginal,100,0.22
selumetinib-navitoclax_(8-1_mol-mol),residualized,10,0.1
selumetinib-navitoclax_(8-1_mol-mol),residualized,50,0.12
selumetinib-navitoclax_(8-1_mol-mol),residualized,100,0.17
selumetinib-navitoclax_(8-1_mol-mol),irm,10,0.1
selumetinib-navitoclax_(8-1_mol-mol),irm,50,0.18
selumetinib-navitoclax_(8-1_mol-mol),irm,100,0.26
selumetinib-navitoclax_(8-1_mol-mol),within_tissue,10,0.0
selumetinib-navitoclax_(8-1_mol-mol),within_tissue,50,0.14
selumetinib-navitoclax_(8-1_mol-mol),within_tissue,100,0.12
selumetinib-navitoclax_(8-1_mol-mol),dann,10,0.2
selumetinib-navitoclax_(8-1_mol-mol),dann,50,0.18
selumetinib-navitoclax_(8-1_mol-mol),dann,100,0.19
selumetinib-navitoclax_(8-1_mol-mol),adae,10,0.1
selumetinib-navitoclax_(8-1_mol-mol),adae,50,0.22
selumetinib-navitoclax_(8-1_mol-mol),adae,100,0.2
selumetinib-piperlongumine_(8-1_mol-mol),marginal,10,0.3
selumetinib-piperlongumine_(8-1_mol-mol),marginal,50,0.34
selumetinib-piperlongumine_(8-1_mol-mol),marginal,100,0.31
selumetinib-piperlongumine_(8-1_mol-mol),residualized,10,0.1
selumetinib-piperlongumine_(8-1_mol-mol),residualized,50,0.14
selumetinib-piperlongumine_(8-1_mol-mol),residualized,100,0.16
selumetinib-piperlongumine_(8-1_mol-mol),irm,10,0.4
selumetinib-piperlongumine_(8-1_mol-mol),irm,50,0.3
selumetinib-piperlongumine_(8-1_mol-mol),irm,100,0.28
selumetinib-piperlongumine_(8-1_mol-mol),within_tissue,10,0.1
selumetinib-piperlongumine_(8-1_mol-mol),within_tissue,50,0.22
selumetinib-piperlongumine_(8-1_mol-mol),within_tissue,100,0.22
selumetinib-piperlongumine_(8-1_mol-mol),dann,10,0.3
selumetinib-piperlongumine_(8-1_mol-mol),dann,50,0.24
selumetinib-piperlongumine_(8-1_mol-mol),dann,100,0.28
selumetinib-piperlongumine_(8-1_mol-mol),adae,10,0.5
selumetinib-piperlongumine_(8-1_mol-mol),adae,50,0.22
selumetinib-piperlongumine_(8-1_mol-mol),adae,100,0.25
selumetinib-tretinoin_(2-1_mol-mol),marginal,10,0.1
selumetinib-tretinoin_(2-1_mol-mol),marginal,50,0.2
selumetinib-tretinoin_(2-1_mol-mol),marginal,100,0.2
selumetinib-tretinoin_(2-1_mol-mol),residualized,10,0.2
selumetinib-tretinoin_(2-1_mol-mol),residualized,50,0.12
selumetinib-tretinoin_(2-1_mol-mol),residualized,100,0.13
selumetinib-tretinoin_(2-1_mol-mol),irm,10,0.1
selumetinib-tretinoin_(2-1_mol-mol),irm,50,0.24
selumetinib-tretinoin_(2-1_mol-mol),irm,100,0.24
selumetinib-tretinoin_(2-1_mol-mol),within_tissue,10,0.1
selumetinib-tretinoin_(2-1_mol-mol),within_tissue,50,0.12
selumetinib-tretinoin_(2-1_mol-mol),within_tissue,100,0.11
selumetinib-tretinoin_(2-1_mol-mol),dann,10,0.2
selumetinib-tretinoin_(2-1_mol-mol),dann,50,0.18
selumetinib-tretinoin_(2-1_mol-mol),dann,100,0.18
selumetinib-tretinoin_(2-1_mol-mol),adae,10,0.1
selumetinib-tretinoin_(2-1_mol-mol),adae,50,0.18
selumetinib-tretinoin_(2-1_mol-mol),adae,100,0.14
selumetinib-vorinostat_(8-1_mol-mol),marginal,10,0.5
selumetinib-vorinostat_(8-1_mol-mol),marginal,50,0.48
selumetinib-vorinostat_(8-1_mol-mol),marginal,100,0.44
selumetinib-vorinostat_(8-1_mol-mol),residualized,10,0.2
selumetinib-vorinostat_(8-1_mol-mol),residualized,50,0.22
selumetinib-vorinostat_(8-1_mol-mol),residualized,100,0.24
selumetinib-vorinostat_(8-1_mol-mol),irm,10,0.4
selumetinib-vorinostat_(8-1_mol-mol),irm,50,0.4
selumetinib-vorinostat_(8-1_mol-mol),irm,100,0.37
selumetinib-vorinostat_(8-1_mol-mol),within_tissue,10,0.3
selumetinib-vorinostat_(8-1_mol-mol),within_tissue,50,0.3
selumetinib-vorinostat_(8-1_mol-mol),within_tissue,100,0.29
selumetinib-vorinostat_(8-1_mol-mol),dann,10,0.4
selumetinib-vorinostat_(8-1_mol-mol),dann,50,0.28
selumetinib-vorinostat_(8-1_mol-mol),dann,100,0.29
selumetinib-vorinostat_(8-1_mol-mol),adae,10,0.2
selumetinib-vorinostat_(8-1_mol-mol),adae,50,0.28
selumetinib-vorinostat_(8-1_mol-mol),adae,100,0.23
serdemetan-SCH-529074_(1-1_mol-mol),marginal,10,0.1
serdemetan-SCH-529074_(1-1_mol-mol),marginal,50,0.24
serdemetan-SCH-529074_(1-1_mol-mol),marginal,100,0.25
serdemetan-SCH-529074_(1-1_mol-mol),residualized,10,0.0
serdemetan-SCH-529074_(1-1_mol-mol),residualized,50,0.08
serdemetan-SCH-529074_(1-1_mol-mol),residualized,100,0.13
serdemetan-SCH-529074_(1-1_mol-mol),irm,10,0.3
serdemetan-SCH-529074_(1-1_mol-mol),irm,50,0.22
serdemetan-SCH-529074_(1-1_mol-mol),irm,100,0.25
serdemetan-SCH-529074_(1-1_mol-mol),within_tissue,10,0.0
serdemetan-SCH-529074_(1-1_mol-mol),within_tissue,50,0.1
serdemetan-SCH-529074_(1-1_mol-mol),within_tissue,100,0.13
serdemetan-SCH-529074_(1-1_mol-mol),dann,10,0.0
serdemetan-SCH-529074_(1-1_mol-mol),dann,50,0.2
serdemetan-SCH-529074_(1-1_mol-mol),dann,100,0.24
serdemetan-SCH-529074_(1-1_mol-mol),adae,10,0.4
serdemetan-SCH-529074_(1-1_mol-mol),adae,50,0.32
serdemetan-SCH-529074_(1-1_mol-mol),adae,100,0.27
silmitasertib,marginal,10,0.1
silmitasertib,marginal,50,0.16
silmitasertib,marginal,100,0.15
silmitasertib,residualized,10,0.0
silmitasertib,residualized,50,0.02
silmitasertib,residualized,100,0.1
silmitasertib,irm,10,0.2
silmitasertib,irm,50,0.16
silmitasertib,irm,100,0.16
silmitasertib,within_tissue,10,0.0
silmitasertib,within_tissue,50,0.1
silmitasertib,within_tissue,100,0.09
silmitasertib,dann,10,0.1
silmitasertib,dann,50,0.12
silmitasertib,dann,100,0.15
silmitasertib,adae,10,0.0
silmitasertib,adae,50,0.04
silmitasertib,adae,100,0.1
simvastatin,marginal,10,0.1
simvastatin,marginal,50,0.24
simvastatin,marginal,100,0.28
simvastatin,residualized,10,0.3
simvastatin,residualized,50,0.22
simvastatin,residualized,100,0.15
simvastatin,irm,10,0.1
simvastatin,irm,50,0.2
simvastatin,irm,100,0.24
simvastatin,within_tissue,10,0.0
simvastatin,within_tissue,50,0.18
simvastatin,within_tissue,100,0.15
simvastatin,dann,10,0.1
simvastatin,dann,50,0.12
simvastatin,dann,100,0.16
simvastatin,adae,10,0.2
simvastatin,adae,50,0.14
simvastatin,adae,100,0.18
sirolimus-bortezomib_(250-1_mol-mol),marginal,10,0.3
sirolimus-bortezomib_(250-1_mol-mol),marginal,50,0.28
sirolimus-bortezomib_(250-1_mol-mol),marginal,100,0.28
sirolimus-bortezomib_(250-1_mol-mol),residualized,10,0.0
sirolimus-bortezomib_(250-1_mol-mol),residualized,50,0.16
sirolimus-bortezomib_(250-1_mol-mol),residualized,100,0.17
sirolimus-bortezomib_(250-1_mol-mol),irm,10,0.0
sirolimus-bortezomib_(250-1_mol-mol),irm,50,0.24
sirolimus-bortezomib_(250-1_mol-mol),irm,100,0.22
sirolimus-bortezomib_(250-1_mol-mol),within_tissue,10,0.0
sirolimus-bortezomib_(250-1_mol-mol),within_tissue,50,0.1
sirolimus-bortezomib_(250-1_mol-mol),within_tissue,100,0.15
sirolimus-bortezomib_(250-1_mol-mol),dann,10,0.1
sirolimus-bortezomib_(250-1_mol-mol),dann,50,0.14
sirolimus-bortezomib_(250-1_mol-mol),dann,100,0.19
sirolimus-bortezomib_(250-1_mol-mol),adae,10,0.4
sirolimus-bortezomib_(250-1_mol-mol),adae,50,0.48
sirolimus-bortezomib_(250-1_mol-mol),adae,100,0.49
skepinone-L,marginal,10,0.4
skepinone-L,marginal,50,0.42
skepinone-L,marginal,100,0.4
skepinone-L,residualized,10,0.1
skepinone-L,residualized,50,0.14
skepinone-L,residualized,100,0.14
skepinone-L,irm,10,0.3
skepinone-L,irm,50,0.34
skepinone-L,irm,100,0.39
skepinone-L,within_tissue,10,0.2
skepinone-L,within_tissue,50,0.3
skepinone-L,within_tissue,100,0.32
skepinone-L,dann,10,0.5
skepinone-L,dann,50,0.42
skepinone-L,dann,100,0.38
skepinone-L,adae,10,0.6
skepinone-L,adae,50,0.56
skepinone-L,adae,100,0.49
sotrastaurin,marginal,10,0.4
sotrastaurin,marginal,50,0.48
sotrastaurin,marginal,100,0.42
sotrastaurin,residualized,10,0.0
sotrastaurin,residualized,50,0.1
sotrastaurin,residualized,100,0.15
sotrastaurin,irm,10,0.2
sotrastaurin,irm,50,0.34
sotrastaurin,irm,100,0.33
sotrastaurin,within_tissue,10,0.3
sotrastaurin,within_tissue,50,0.38
sotrastaurin,within_tissue,100,0.36
sotrastaurin,dann,10,0.3
sotrastaurin,dann,50,0.42
sotrastaurin,dann,100,0.36
sotrastaurin,adae,10,0.6
sotrastaurin,adae,50,0.52
sotrastaurin,adae,100,0.53
spautin-1,marginal,10,0.2
spautin-1,marginal,50,0.28
spautin-1,marginal,100,0.34
spautin-1,residualized,10,0.0
spautin-1,residualized,50,0.1
spautin-1,residualized,100,0.15
spautin-1,irm,10,0.2
spautin-1,irm,50,0.22
spautin-1,irm,100,0.21
spautin-1,within_tissue,10,0.1
spautin-1,within_tissue,50,0.16
spautin-1,within_tissue,100,0.18
spautin-1,dann,10,0.2
spautin-1,dann,50,0.2
spautin-1,dann,100,0.23
spautin-1,adae,10,0.1
spautin-1,adae,50,0.2
spautin-1,adae,100,0.17
staurosporine,marginal,10,0.3
staurosporine,marginal,50,0.3
staurosporine,marginal,100,0.23
staurosporine,residualized,10,0.1
staurosporine,residualized,50,0.1
staurosporine,residualized,100,0.13
staurosporine,irm,10,0.4
staurosporine,irm,50,0.24
staurosporine,irm,100,0.25
staurosporine,within_tissue,10,0.1
staurosporine,within_tissue,50,0.1
staurosporine,within_tissue,100,0.1
staurosporine,dann,10,0.4
staurosporine,dann,50,0.14
staurosporine,dann,100,0.16
staurosporine,adae,10,0.3
staurosporine,adae,50,0.22
staurosporine,adae,100,0.2
tacedinaline,marginal,10,0.4
tacedinaline,marginal,50,0.34
tacedinaline,marginal,100,0.36
tacedinaline,residualized,10,0.2
tacedinaline,residualized,50,0.12
tacedinaline,residualized,100,0.12
tacedinaline,irm,10,0.1
tacedinaline,irm,50,0.34
tacedinaline,irm,100,0.31
tacedinaline,within_tissue,10,0.1
tacedinaline,within_tissue,50,0.22
tacedinaline,within_tissue,100,0.23
tacedinaline,dann,10,0.1
tacedinaline,dann,50,0.22
tacedinaline,dann,100,0.22
tacedinaline,adae,10,0.1
tacedinaline,adae,50,0.22
tacedinaline,adae,100,0.3
tacrolimus,marginal,10,0.6
tacrolimus,marginal,50,0.4
tacrolimus,marginal,100,0.35
tacrolimus,residualized,10,0.0
tacrolimus,residualized,50,0.04
tacrolimus,residualized,100,0.08
tacrolimus,irm,10,0.4
tacrolimus,irm,50,0.44
tacrolimus,irm,100,0.4
tacrolimus,within_tissue,10,0.4
tacrolimus,within_tissue,50,0.28
tacrolimus,within_tissue,100,0.34
tacrolimus,dann,10,0.4
tacrolimus,dann,50,0.4
tacrolimus,dann,100,0.35
tacrolimus,adae,10,0.2
tacrolimus,adae,50,0.54
tacrolimus,adae,100,0.55
tamatinib,marginal,10,0.2
tamatinib,marginal,50,0.2
tamatinib,marginal,100,0.21
tamatinib,residualized,10,0.1
tamatinib,residualized,50,0.18
tamatinib,residualized,100,0.14
tamatinib,irm,10,0.4
tamatinib,irm,50,0.4
tamatinib,irm,100,0.32
tamatinib,within_tissue,10,0.2
tamatinib,within_tissue,50,0.08
tamatinib,within_tissue,100,0.09
tamatinib,dann,10,0.3
tamatinib,dann,50,0.18
tamatinib,dann,100,0.19
tamatinib,adae,10,0.2
tamatinib,adae,50,0.18
tamatinib,adae,100,0.21
tandutinib,marginal,10,0.3
tandutinib,marginal,50,0.3
tandutinib,marginal,100,0.32
tandutinib,residualized,10,0.1
tandutinib,residualized,50,0.08
tandutinib,residualized,100,0.11
tandutinib,irm,10,0.5
tandutinib,irm,50,0.34
tandutinib,irm,100,0.33
tandutinib,within_tissue,10,0.2
tandutinib,within_tissue,50,0.14
tandutinib,within_tissue,100,0.21
tandutinib,dann,10,0.2
tandutinib,dann,50,0.32
tandutinib,dann,100,0.33
tandutinib,adae,10,0.3
tandutinib,adae,50,0.4
tandutinib,adae,100,0.36
tanespimycin-bortezomib_(250-1_mol-mol),marginal,10,0.1
tanespimycin-bortezomib_(250-1_mol-mol),marginal,50,0.14
tanespimycin-bortezomib_(250-1_mol-mol),marginal,100,0.19
tanespimycin-bortezomib_(250-1_mol-mol),residualized,10,0.0
tanespimycin-bortezomib_(250-1_mol-mol),residualized,50,0.06
tanespimycin-bortezomib_(250-1_mol-mol),residualized,100,0.13
tanespimycin-bortezomib_(250-1_mol-mol),irm,10,0.1
tanespimycin-bortezomib_(250-1_mol-mol),irm,50,0.14
tanespimycin-bortezomib_(250-1_mol-mol),irm,100,0.16
tanespimycin-bortezomib_(250-1_mol-mol),within_tissue,10,0.1
tanespimycin-bortezomib_(250-1_mol-mol),within_tissue,50,0.06
tanespimycin-bortezomib_(250-1_mol-mol),within_tissue,100,0.1
tanespimycin-bortezomib_(250-1_mol-mol),dann,10,0.2
tanespimycin-bortezomib_(250-1_mol-mol),dann,50,0.24
tanespimycin-bortezomib_(250-1_mol-mol),dann,100,0.21
tanespimycin-bortezomib_(250-1_mol-mol),adae,10,0.1
tanespimycin-bortezomib_(250-1_mol-mol),adae,50,0.14
tanespimycin-bortezomib_(250-1_mol-mol),adae,100,0.16
tanespimycin-gemcitabine_(1-1_mol-mol),marginal,10,0.4
tanespimycin-gemcitabine_(1-1_mol-mol),marginal,50,0.16
tanespimycin-gemcitabine_(1-1_mol-mol),marginal,100,0.17
tanespimycin-gemcitabine_(1-1_mol-mol),residualized,10,0.1
tanespimycin-gemcitabine_(1-1_mol-mol),residualized,50,0.08
tanespimycin-gemcitabine_(1-1_mol-mol),residualized,100,0.14
tanespimycin-gemcitabine_(1-1_mol-mol),irm,10,0.0
tanespimycin-gemcitabine_(1-1_mol-mol),irm,50,0.12
tanespimycin-gemcitabine_(1-1_mol-mol),irm,100,0.16
tanespimycin-gemcitabine_(1-1_mol-mol),within_tissue,10,0.0
tanespimycin-gemcitabine_(1-1_mol-mol),within_tissue,50,0.1
tanespimycin-gemcitabine_(1-1_mol-mol),within_tissue,100,0.08
tanespimycin-gemcitabine_(1-1_mol-mol),dann,10,0.1
tanespimycin-gemcitabine_(1-1_mol-mol),dann,50,0.14
tanespimycin-gemcitabine_(1-1_mol-mol),dann,100,0.13
tanespimycin-gemcitabine_(1-1_mol-mol),adae,10,0.1
tanespimycin-gemcitabine_(1-1_mol-mol),adae,50,0.24
tanespimycin-gemcitabine_(1-1_mol-mol),adae,100,0.27
